Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity,Month
2021-04-08,11.3,14.1,16.0,168.8,18.4,0.0,232.6,6.1,53.4,4
2021-04-09,12.6,10.9,15.9,158.9,16.5,0.099,157.7,53.0,74.9,4
2021-04-10,11.8,14.1,15.5,167.0,16.6,0.099,160.7,72.4,75.0,4
2021-04-11,11.1,11.8,5.1,51.9,23.7,9.139,39.5,83.6,92.0,4
2021-04-12,7.3,8.4,10.9,37.7,23.3,13.736,32.9,100.0,80.4,4
2021-04-13,7.9,11.8,15.5,10.2,12.7,2.865,231.3,50.6,62.9,4
2021-04-14,12.3,14.6,16.0,228.4,21.8,0.0,142.0,47.9,61.1,4
2021-04-15,12.6,11.4,11.4,70.2,15.9,18.192,37.6,98.3,84.0,4
2021-04-23,6.8,10.4,16.0,284.2,28.7,0.0,261.1,17.8,33.1,4
2021-04-24,11.3,15.4,16.0,227.3,22.4,0.0,225.9,19.2,33.6,4
2021-04-25,10.9,13.1,13.0,350.0,21.0,14.457,114.0,81.3,64.7,4
2021-04-26,4.2,10.5,16.0,317.1,26.8,0.0,270.1,4.6,37.7,4
2021-04-27,7.2,12.2,16.0,218.1,14.8,0.0,215.7,34.3,34.4,4
2021-04-28,15.5,17.9,15.7,68.2,20.4,0.458,227.2,25.9,56.8,4
2021-04-29,19.2,19.5,14.6,217.3,23.7,0.164,75.9,84.5,72.3,4
2021-04-30,3.1,17.0,16.0,298.6,39.7,0.504,158.3,83.8,48.7,4
2021-05-01,2.3,11.3,16.0,308.6,31.7,0.0,270.7,18.1,39.2,5
2021-05-02,6.9,19.4,16.0,231.1,21.6,0.0,175.7,43.3,36.5,5
2021-05-03,7.3,15.6,15.4,57.5,14.5,4.388,85.8,65.5,66.2,5
2021-05-04,7.6,15.3,12.4,91.5,17.3,16.539,158.7,82.2,80.7,5
2021-05-05,7.0,12.7,8.5,40.3,24.4,9.106,60.1,98.4,86.6,5
2021-05-06,3.5,14.0,16.0,323.0,24.1,0.0,265.6,13.3,47.0,5
2021-05-07,3.5,13.4,16.0,82.4,15.9,0.0,204.3,23.7,44.3,5
2021-05-08,4.2,10.6,15.3,103.7,17.1,2.45,68.8,91.0,66.5,5
2021-05-09,5.5,10.7,14.5,260.8,18.8,10.568,151.6,47.8,69.6,5
2021-05-10,4.0,11.5,14.6,342.0,18.9,2.389,122.7,86.4,71.9,5
2021-05-11,3.8,13.6,16.0,299.2,23.1,0.0,249.8,42.8,46.3,5
2021-05-12,3.4,13.7,16.0,325.8,23.3,0.0,252.6,29.0,39.3,5
2021-05-13,4.5,15.7,16.0,310.8,15.1,0.0,245.3,17.2,35.5,5
2021-05-14,6.6,17.7,16.0,229.8,17.6,0.0,244.6,10.7,35.0,5
2021-05-15,7.4,18.9,16.0,195.2,14.0,0.0,197.8,26.1,34.0,5
2021-05-16,7.7,18.8,16.0,224.7,17.7,0.099,177.2,58.3,41.6,5
2021-05-17,9.0,18.8,16.0,210.7,19.7,0.0,268.9,18.2,47.2,5
2021-05-18,8.3,21.6,16.0,261.0,17.4,0.0,254.0,16.3,39.8,5
